id,SalePrice
1461,178799.61
1462,187167.28
1463,185148.92
1464,176888.36
1465,198073.22
1466,173936.3
1467,180858.52
1468,198212.92
1469,188464.11
1470,187431.5
1471,186686.8
1472,162256.34
1473,187911.8
1474,220481.88
1475,158565.77
1476,138331.64
1477,173752.16
1478,214159.95
1479,166316.72
1480,155158.08
1481,193703.28
1482,166709.89
1483,217595.17
1484,120670.02
1485,157472.78
1486,143733.55
1487,129256.61
1488,188240.39
1489,144179.27
1490,146924.83
1491,192611.75
1492,177290.11
1493,165445.14
1494,131168.81
1495,198632.06
1496,165805.14
1497,146577.67
1498,134148.62
1499,192536.45
1500,200505.67
1501,131303.77
1502,143935.38
1503,175264.06
1504,146987.05
1505,243817.02
1506,183470.16
1507,195187.84
1508,135443.83
1509,155930.23
1510,155289.92
1511,158619.67
1512,199966.1
1513,152554.94
1514,173245.6
1515,194128.33
1516,256030.02
1517,233932.22
1518,231093.84
1519,195963.97
1520,173612.36
1521,163186.86
1522,162737.25
1523,167649.23
1524,213896.7
1525,192462.92
1526,174010.05
1527,153689.44
1528,145872.22
1529,143577.44
1530,212544.72
1531,213278.3
1532,185388.94
1533,259747.61
1534,181297.9
1535,244389.56
1536,231262.5
1537,169494.33
1538,167676.2
1539,144299.12
1540,176111.39
1541,208117.17
1542,183227.45
1543,166490.98
1544,174523.31
1545,147917.92
1546,192889.77
1547,206122.77
1548,198410.34
1549,147706.38
1550,186086.88
1551,168697.05
1552,218986.16
1553,200524.16
1554,216059.81
1555,196484.08
1556,216530.47
1557,152165.12
1558,168685.97
1559,173300.06
1560,182026.92
1561,177574.17
1562,240579.34
1563,211329.56
1564,227505.02
1565,190996.75
1566,150891.6
1567,175070.78
1568,136222.02
1569,251521.39
1570,153431.44
1571,189928.62
1572,241082.1
1573,198070.9
1574,156698.83
1575,218206.88
1576,162905.45
1577,133441.78
1578,168978.33
1579,175445.72
1580,148832.22
1581,212049.9
1582,198468.27
1583,228397.64
1584,225039.97
1585,147581.34
1586,189197.3
1587,181621.38
1588,193324.4
1589,131651.22
1590,201581.61
1591,138169.05
1592,197058.5
1593,177771.9
1594,194144.56
1595,137836.36
1596,152139.19
1597,201992.62
1598,122216.48
1599,248099.14
1600,220247.34
1601,150654.17
1602,193418.61
1603,125689.695
1604,196853.92
1605,156809.23
1606,152767.47
1607,176751.75
1608,148582.84
1609,175531.22
1610,178211.38
1611,184418.02
1612,200025.89
1613,185708.61
1614,118706.35
1615,182983.8
1616,199741.88
1617,175027.72
1618,143560.42
1619,159652.28
1620,157769.98
1621,176733.06
1622,185497.33
1623,194620.14
1624,226895.6
1625,171549.9
1626,125085.63
1627,180456.8
1628,128397.33
1629,147543.75
1630,134612.83
1631,162589.02
1632,194351.89
1633,192429.6
1634,198253.52
1635,248906.05
1636,176873.75
1637,159132.8
1638,179028.98
1639,154390.16
1640,240047.83
1641,223957.61
1642,197919.61
1643,182700.22
1644,192951.86
1645,199379.77
1646,174047.58
1647,156499.9
1648,123177.01
1649,141799.36
1650,177801.34
1651,141855.45
1652,150725.16
1653,172169.98
1654,202916.67
1655,198896.6
1656,148244.36
1657,139476.08
1658,149459.27
1659,156330.23
1660,224851.22
1661,145648.14
1662,125365.484
1663,192598.39
1664,172657.38
1665,242256.73
1666,181091.73
1667,151613.89
1668,163629.92
1669,153186.97
1670,181409.83
1671,175625.3
1672,159189.48
1673,153113.61
1674,205536.48
1675,158089.17
1676,134504.97
1677,151291.38
1678,208405.7
1679,228843.86
1680,135790.05
1681,223380.12
1682,174258.4
1683,198530.45
1684,144741.25
1685,182888.66
1686,138218.33
1687,152512.48
1688,154038.95
1689,171599.2
1690,153493.45
1691,189829.31
1692,126611.11
1693,206833.34
1694,134291.94
1695,175283.97
1696,216965.22
1697,139702.16
1698,140326.2
1699,156475.11
1700,194201.58
1701,224726.67
1702,231083.23
1703,174631.64
1704,177118.22
1705,201382.53
1706,183841.69
1707,155812.67
1708,223480.02
1709,235229.86
1710,238004.84
1711,190371.64
1712,176809.17
1713,217007.55
1714,181574.53
1715,165323.56
1716,148022.31
1717,185820.16
1718,223023.97
1719,166931.47
1720,172362.36
1721,123060.0
1722,208490.4
1723,162825.81
1724,150114.27
1725,146602.5
1726,133618.22
1727,154953.66
1728,170776.19
1729,113528.39
1730,231826.56
1731,137341.44
1732,183203.9
1733,146634.56
1734,192508.7
1735,158265.73
1736,176887.19
1737,217693.27
1738,183048.62
1739,168239.55
1740,165579.98
1741,157191.44
1742,134604.72
1743,148714.42
1744,179926.58
1745,135894.05
1746,183077.86
1747,204902.48
1748,174305.02
1749,238749.55
1750,200184.23
1751,221236.02
1752,146306.34
1753,107807.31
1754,191690.67
1755,220686.55
1756,160339.98
1757,166302.48
1758,148499.95
1759,207780.86
1760,259567.23
1761,145110.36
1762,169558.1
1763,120824.1
1764,166663.98
1765,119059.07
1766,216327.42
1767,174812.42
1768,178028.83
1769,153697.94
1770,169907.31
1771,149963.83
1772,170699.9
1773,261649.89
1774,177578.1
1775,153442.36
1776,184028.78
1777,153720.38
1778,192220.69
1779,184149.97
1780,219256.8
1781,111561.805
1782,96354.04
1783,206756.44
1784,181636.73
1785,177648.9
1786,146595.47
1787,216311.62
1788,190941.0
1789,202718.8
1790,151771.95
1791,231136.69
1792,186672.16
1793,174224.02
1794,265184.78
1795,145396.11
1796,176418.86
1797,199353.89
1798,199974.61
1799,133274.8
1800,197815.53
1801,198721.3
1802,190392.64
1803,246435.88
1804,213620.78
1805,209017.6
1806,188487.52
1807,239379.31
1808,214672.86
1809,165960.38
1810,219251.03
1811,126158.74
1812,203584.83
1813,239529.9
1814,169993.45
1815,191510.44
1816,147485.5
1817,234370.86
1818,200397.62
1819,183501.53
1820,174903.75
1821,192076.8
1822,210628.44
1823,158861.44
1824,220683.66
1825,169266.95
1826,177931.2
1827,198688.67
1828,161833.7
1829,179904.77
1830,171879.69
1831,225714.58
1832,239026.92
1833,201917.12
1834,183466.55
1835,131952.19
1836,135905.23
1837,144685.2
1838,185333.3
1839,157263.31
1840,255960.2
1841,181872.44
1842,149582.7
1843,193942.11
1844,188188.12
1845,174254.56
1846,210609.31
1847,154046.23
1848,209595.72
1849,256465.5
1850,164820.45
1851,137469.33
1852,194384.7
1853,156283.86
1854,155398.12
1855,149467.11
1856,173566.3
1857,224533.23
1858,233972.31
1859,237901.55
1860,219681.31
1861,256190.98
1862,167806.22
1863,211827.27
1864,211827.27
1865,172698.33
1866,218459.31
1867,183992.6
1868,164744.25
1869,211119.5
1870,232444.72
